timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,245.95,245.95,0.0,0.0
2024-12-29 23:00:51,245.95,245.95,0.0,0.0
2024-12-30 00:12:51,245.95,245.95,0.0,0.0
2024-12-30 00:16:00,245.95,245.95,0.0,0.0
2024-12-30 00:19:25,245.95,245.95,0.0,0.0
2024-12-30 00:22:28,245.95,245.95,0.0,0.0
2024-12-30 00:31:53,245.95,245.95,0.0,0.0
2024-12-30 00:37:30,245.95,245.95,0.0,0.0
2024-12-30 00:51:06,245.95,245.95,0.0,0.0
2024-12-30 01:22:15,245.95,245.95,0.0,0.0
2024-12-30 01:23:16,245.95,245.95,0.0,0.0
