timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,2692.5,2692.5,0.0,0.0
2024-12-29 23:00:50,2692.5,2692.5,0.0,0.0
2024-12-30 00:12:50,2692.5,2692.5,0.0,0.0
2024-12-30 00:15:59,2692.5,2692.5,0.0,0.0
2024-12-30 00:19:23,2692.5,2692.5,0.0,0.0
2024-12-30 00:22:26,2692.5,2692.5,0.0,0.0
2024-12-30 00:31:51,2692.5,2692.5,0.0,0.0
2024-12-30 00:37:28,2692.5,2692.5,0.0,0.0
2024-12-30 00:51:04,2692.5,2692.5,0.0,0.0
2024-12-30 01:22:12,2692.5,2692.5,0.0,0.0
2024-12-30 01:23:13,2692.5,2692.5,0.0,0.0
