timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:44,571.75,571.75,0.0,0.0
2024-12-29 23:00:48,571.75,571.75,0.0,0.0
2024-12-30 00:12:50,571.75,571.75,0.0,0.0
2024-12-30 00:15:58,571.75,571.75,0.0,0.0
2024-12-30 00:19:21,571.75,571.75,0.0,0.0
2024-12-30 00:22:22,571.75,571.75,0.0,0.0
2024-12-30 00:31:49,571.75,571.75,0.0,0.0
2024-12-30 00:37:27,571.75,571.75,0.0,0.0
2024-12-30 00:51:01,571.75,571.75,0.0,0.0
2024-12-30 01:22:09,571.75,571.75,0.0,0.0
2024-12-30 01:23:11,571.75,571.75,0.0,0.0
