timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,150.45,150.45,0.0,0.0
2024-12-29 23:00:50,150.45,150.45,0.0,0.0
2024-12-30 00:12:50,150.45,150.45,0.0,0.0
2024-12-30 00:15:59,150.45,150.45,0.0,0.0
2024-12-30 00:19:23,150.45,150.45,0.0,0.0
2024-12-30 00:22:25,150.45,150.45,0.0,0.0
2024-12-30 00:31:50,150.45,150.45,0.0,0.0
2024-12-30 00:37:28,150.45,150.45,0.0,0.0
2024-12-30 00:51:04,150.45,150.45,0.0,0.0
2024-12-30 01:22:12,150.45,150.45,0.0,0.0
2024-12-30 01:23:13,150.45,150.45,0.0,0.0
