timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,6604.75,6604.75,0.0,0.0
2024-12-29 23:00:52,6604.75,6604.75,0.0,0.0
2024-12-30 00:12:52,6604.75,6604.75,0.0,0.0
2024-12-30 00:16:01,6604.75,6604.75,0.0,0.0
2024-12-30 00:19:25,6604.75,6604.75,0.0,0.0
2024-12-30 00:22:28,6604.75,6604.75,0.0,0.0
2024-12-30 00:31:53,6604.75,6604.75,0.0,0.0
2024-12-30 00:37:30,6604.75,6604.75,0.0,0.0
2024-12-30 00:51:06,6604.75,6604.75,0.0,0.0
2024-12-30 01:22:16,6604.75,6604.75,0.0,0.0
2024-12-30 01:23:17,6604.75,6604.75,0.0,0.0
