timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,4140.0,4140.0,0.0,0.0
2024-12-29 23:00:52,4140.0,4140.0,0.0,0.0
2024-12-30 00:12:52,4140.0,4140.0,0.0,0.0
2024-12-30 00:16:01,4140.0,4140.0,0.0,0.0
2024-12-30 00:19:25,4140.0,4140.0,0.0,0.0
2024-12-30 00:22:28,4140.0,4140.0,0.0,0.0
2024-12-30 00:31:53,4140.0,4140.0,0.0,0.0
2024-12-30 00:37:30,4140.0,4140.0,0.0,0.0
2024-12-30 00:51:06,4140.0,4140.0,0.0,0.0
2024-12-30 01:22:16,4140.0,4140.0,0.0,0.0
2024-12-30 01:23:17,4140.0,4140.0,0.0,0.0
