timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,180.45,180.45,0.0,0.0
2024-12-29 23:00:51,180.45,180.45,0.0,0.0
2024-12-30 00:12:51,180.45,180.45,0.0,0.0
2024-12-30 00:16:00,180.45,180.45,0.0,0.0
2024-12-30 00:19:25,180.45,180.45,0.0,0.0
2024-12-30 00:22:28,180.45,180.45,0.0,0.0
2024-12-30 00:31:53,180.45,180.45,0.0,0.0
2024-12-30 00:37:30,180.45,180.45,0.0,0.0
2024-12-30 00:51:06,180.45,180.45,0.0,0.0
2024-12-30 01:22:15,180.45,180.45,0.0,0.0
2024-12-30 01:23:16,180.45,180.45,0.0,0.0
