timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,2490.55,2490.55,0.0,0.0
2024-12-29 23:00:50,2490.55,2490.55,0.0,0.0
2024-12-30 00:12:50,2490.55,2490.55,0.0,0.0
2024-12-30 00:15:59,2490.55,2490.55,0.0,0.0
2024-12-30 00:19:23,2490.55,2490.55,0.0,0.0
2024-12-30 00:22:22,2490.55,2490.55,0.0,0.0
2024-12-30 00:31:50,2490.55,2490.55,0.0,0.0
2024-12-30 00:37:28,2490.55,2490.55,0.0,0.0
2024-12-30 00:51:02,2490.55,2490.55,0.0,0.0
2024-12-30 01:22:10,2490.55,2490.55,0.0,0.0
2024-12-30 01:23:12,2490.55,2490.55,0.0,0.0
