timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,123.75,123.75,0.0,0.0
2024-12-29 23:00:51,123.75,123.75,0.0,0.0
2024-12-30 00:12:50,123.75,123.75,0.0,0.0
2024-12-30 00:15:59,123.75,123.75,0.0,0.0
2024-12-30 00:19:23,123.75,123.75,0.0,0.0
2024-12-30 00:22:26,123.75,123.75,0.0,0.0
2024-12-30 00:31:51,123.75,123.75,0.0,0.0
2024-12-30 00:37:29,123.75,123.75,0.0,0.0
2024-12-30 00:51:04,123.75,123.75,0.0,0.0
2024-12-30 01:22:12,123.75,123.75,0.0,0.0
2024-12-30 01:23:13,123.75,123.75,0.0,0.0
