timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,2390.5,2390.5,0.0,0.0
2024-12-29 23:00:51,2390.5,2390.5,0.0,0.0
2024-12-30 00:12:51,2390.5,2390.5,0.0,0.0
2024-12-30 00:16:00,2390.5,2390.5,0.0,0.0
2024-12-30 00:19:24,2390.5,2390.5,0.0,0.0
2024-12-30 00:22:28,2390.5,2390.5,0.0,0.0
2024-12-30 00:31:52,2390.5,2390.5,0.0,0.0
2024-12-30 00:37:30,2390.5,2390.5,0.0,0.0
2024-12-30 00:51:05,2390.5,2390.5,0.0,0.0
2024-12-30 01:22:15,2390.5,2390.5,0.0,0.0
2024-12-30 01:23:15,2390.5,2390.5,0.0,0.0
